0.059817945,0.053385417,0.053385417,57,3,1,1,0,2,1,2,7,1,2,8,1,0,1,3,0,0,3,0,4,0,1,0,3,1,4,1,1,0,0,2,0,0,0,1,2,2,1,2,0,9,0,0,16,0,0,0,1,2,0,1,3,0,0,0,0,1,2,4,3,2,0,8,0,0,2,0,1,0,1,2,0,0,1,10,0,1,0,1,4,1,1,2,1,11,2,1,3,0,1,0,0,0,2,1,0,0,3,0,5,1,0,1,9,1,1,1,0,1,0,0,1,3,0,0,1,1,3,0,0,1,2,1,0,6,3,0,0,3,1,0,1,0,3,0,0,7,1,2,1,2,9,2,1,0,3,0,0,0,2,1,1,1,1,6,1,3,0,0,3,2,4,0,5,3,6,0,3,2,0,3,2,0,0,11,2,0,1,3,3,0,0,13,1,0,11,4,2,20,0,6,3,2,0,6,1,0,0,0,2,0,1,2,1,1,0,0,0,0,0,3,1,0,0,2,2,8,0,0,2,0,1,1,1,0,0,2,2,0,0,3,0,7,1,1,5,1,0,4,7,1,0,0,1,2,4,1,1,0,0,2,0,19,5,0,1,0,0,2,1,1,1,3,0,1,1,1,1,0,0,0,1,0,0,0,2,1,1,4,1,0,1,2,2,0,1,0,1,1,3,5,1,0,2,1,0,0,1,1,5,1,0,1,0,3,2,0,4,1,2,1,2,1,14,1,0,0,2,0,0,1,0,5,2,2,1,3,0,1,1,0,0,1,2,1,0,0,0,24,1,0,1,0,0,2,5,1,1,1,1,1,1,0,2,0,5,2,1,2,1,0,0,0,0,2,1,2,1,0,0,1,2,1,1,3,1,9,3,0,1,1,2,0,1,1,0,6,2,0,7,5,1,0,0,0,1,1,3,2,3,0,0,1,1,6,4,0,2,1,0,5,3,1,1,5,0,0,1,1,6,0,1,0,1,0
0.045454545,0.022801303,0.068403909,22,0,1,0,0,2,0,0,3,2,1,1,0,0,2,1,0,0,1,1,2,0,1,0,1,3,0,0,1,0,0,2,1,0,0,0,0,0,1,1,1,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,3,7,0,0,0,1,1,1,1,0,0,7,0,0,1,0,0,1,0,0,1,1,0,0,2,0,3,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,0,0,1,1,0,2,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,2,7,0,0,0,0,0,0,0,1,0,3,0,0,3,1,2,0,0,0,1,1,0,2,0,0,0,2,2,0,0,0,0,0,3,3,0,0,3,0,0,1,6,1,2,3,1,0,5,1,1,3,2,0,4,0,1,1,1,3,1,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,3,0,0,2,0,0,2,0,0,1,0,0,1,0,1,0,0,0,3,2,8,0,0,0,0,0,0,0,0,1,3,0,1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,3,4,0,1,0,0,1,1,1,0,0,0,1,0,0,6,0,0,1,0,2,3,0,1,1,0,1,0,0,0,1,0,0,1,0,3,1,1,1,0,0,0,2,0,1,0,1,0,0,0
0.069164265,0.022801303,0.063583815,9,0,0,1,0,0,0,2,4,1,0,2,0,0,0,0,0,0,1,1,2,0,0,1,2,0,3,0,1,0,0,1,0,0,0,1,1,1,0,1,0,3,1,0,8,0,0,0,0,0,0,0,0,2,2,0,1,4,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0,0,1,1,0,4,2,4,0,0,0,5,1,0,0,0,0,2,2,0,0,0,0,0,2,1,4,0,2,0,0,0,3,0,1,1,2,0,0,0,0,2,0,0,5,0,1,1,0,3,0,1,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,3,0,0,0,5,3,0,0,0,0,1,1,6,1,0,2,2,0,4,0,3,3,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,1,1,3,0,0,2,1,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,6,3,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,2,1,2,1,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,2,1,1,3,0,0,1,6,0,0,1,0,0,0,0,0,3,1,3,0,2,2,0,1,0,0,0,1,0,0,0,1,10,0,0,0,1,1,0,0,0,3,1,1,1,1,0,1,0,0,0,2,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,2,0,1,0,2,0,0,0,1,1,0,0,1,4,1,0,0,0,2,1,2,1,0,0,0,1,0,2,3,0,2,1,0,2,2,2,1,1,0,1,0,0,2,0,0,0,0,0
0.062130178,0.056379822,0.035608309,54,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,5,0,1,3,0,0,3,1,3,0,0,0,1,3,0,0,0,0,0,1,1,0,0,4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,2,0,0,2,0,0,1,0,2,7,0,0,1,1,3,1,0,0,2,5,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,1,1,0,3,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,2,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,3,1,0,1,1,0,0,1,0,0,0,4,0,1,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,5,1,1,0,0,0,0,0,0,1,1,0,5,1,1,0,1,0,0,2,2,0,1,1,3,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,2,0,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,6,1,0,0,1,1,0,1,0,3,4,0,1,0,0,1,0,0,1,2,1,1,1,0,2,0,0,0,0,2,3,0,0,0,5,2,1,2,0,1,8,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,2,0,0,2,1,0,0,0,2,0,2,1,0,2,1,0,0,0,0,0,1,0,0,2,4,0,0,1,1,0,1,1,0,3,0,1,0,3,2,0,0,0,6,0,0,1,1,1,1,0,1,1,1,7,0,0,1,0,0
0.091346154,0.029836381,0.046198268,172,2,1,1,1,0,1,3,3,1,2,8,0,1,2,1,0,1,7,1,7,0,4,2,2,5,3,0,2,0,3,8,6,0,1,1,1,1,0,0,1,8,2,0,17,2,0,0,3,2,0,2,2,0,1,0,0,1,2,3,3,1,0,7,2,2,1,0,1,0,0,3,3,2,3,12,0,0,2,5,6,2,3,2,0,17,0,5,8,2,2,1,2,1,0,3,0,1,3,0,4,2,1,2,14,5,1,5,0,1,2,2,0,2,0,0,3,3,2,0,3,3,0,3,0,5,0,1,1,1,0,1,2,0,5,0,0,11,0,1,3,0,19,2,2,1,0,1,1,4,1,2,3,0,1,4,1,2,1,0,8,5,2,3,0,2,1,0,4,2,0,5,0,0,2,15,11,3,1,4,0,1,1,20,1,3,4,9,0,8,2,7,5,0,2,11,0,2,1,0,4,1,0,1,5,2,0,1,1,1,5,5,0,0,1,1,0,2,0,0,0,0,1,9,0,0,4,2,1,0,0,7,0,3,1,1,2,0,0,2,1,1,0,0,4,3,1,1,1,0,1,1,1,20,8,5,1,1,0,5,3,1,1,8,0,2,7,9,9,1,1,1,1,0,2,1,0,2,0,1,0,2,1,0,1,0,0,0,0,0,4,3,0,1,0,1,0,3,1,1,5,0,0,0,0,16,0,1,5,4,0,2,2,0,14,2,1,1,2,0,0,0,1,1,7,5,0,2,0,1,0,0,0,1,1,0,1,2,4,24,1,1,1,2,0,4,5,1,0,3,2,5,0,0,9,1,2,1,7,5,1,1,0,1,0,5,0,0,3,1,1,0,1,1,0,2,1,8,0,2,4,1,2,1,2,1,2,6,0,0,9,9,2,1,1,0,2,3,5,1,3,2,4,1,0,2,3,0,2,1,3,2,0,1,1,0,2,0,0,1,7,0,2,0,3,0
0.075757576,0.04400607,0.053110774,74,0,1,1,0,0,0,1,7,0,1,4,0,1,0,1,0,0,7,1,3,0,0,0,1,3,0,1,1,0,1,1,3,0,0,1,2,2,0,0,1,5,0,1,12,2,0,1,1,1,0,1,0,2,2,0,2,1,0,5,2,0,0,5,1,0,1,0,1,0,0,3,0,1,2,13,0,0,0,6,6,4,1,2,0,5,0,1,2,0,0,0,0,0,1,0,0,0,2,2,4,1,1,0,10,0,0,1,0,0,2,0,0,3,0,1,0,0,1,3,0,0,0,1,1,6,0,0,1,0,0,0,1,0,6,1,0,6,0,1,3,1,12,0,0,0,0,0,0,1,0,1,1,2,2,5,0,2,2,1,2,2,0,1,1,1,1,1,0,0,0,3,1,0,0,5,1,1,0,1,0,1,1,9,0,1,6,4,0,11,0,0,2,0,1,6,1,0,1,0,3,1,0,1,0,0,1,1,0,1,2,4,1,0,0,0,2,6,2,0,3,1,0,4,0,0,0,0,1,0,1,4,0,4,1,2,0,0,0,0,2,1,1,1,0,1,2,0,0,0,0,0,0,9,4,0,1,0,1,1,0,1,1,2,0,0,7,2,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1,1,3,0,3,0,0,0,2,0,0,0,4,1,0,0,2,5,0,0,2,2,0,0,1,0,10,0,0,3,1,0,1,0,4,5,6,2,0,0,0,2,1,0,0,2,2,0,1,1,1,10,1,0,2,0,0,3,2,3,2,4,2,1,1,0,0,2,5,0,2,3,2,2,1,2,0,4,2,0,3,1,0,0,0,0,0,1,2,4,0,0,4,1,1,0,0,0,1,4,2,0,2,9,0,1,0,1,1,2,0,2,1,0,1,0,0,0,3,0,0,5,0,3,2,3,0,0,1,1,0,0,7,0,1,2,1,0
0.065130261,0.032096289,0.050150451,129,3,0,0,1,2,2,1,4,3,3,4,0,0,2,0,0,1,9,1,3,1,1,1,3,4,8,1,2,0,1,2,1,0,0,0,1,1,0,3,3,16,2,0,17,0,0,2,0,2,0,2,2,2,3,0,1,2,2,1,4,0,0,5,1,1,0,2,1,0,1,6,1,1,1,14,0,0,0,1,9,0,5,3,0,16,0,1,1,1,0,1,2,0,2,0,0,2,1,3,2,0,1,2,7,1,0,2,1,2,1,0,1,2,1,1,0,1,0,3,1,1,1,0,1,8,0,1,1,4,0,0,3,1,2,0,1,10,0,2,1,1,11,1,0,1,0,1,1,5,0,0,4,2,2,2,1,3,0,0,4,3,2,2,4,0,1,0,1,0,0,6,2,1,3,22,3,2,0,1,0,0,0,16,1,1,4,5,0,5,1,3,5,3,1,5,1,0,3,0,3,1,1,1,5,0,1,1,1,3,6,2,1,0,0,1,2,4,1,0,3,0,1,3,1,0,4,0,1,1,0,5,0,6,1,1,5,0,0,1,3,0,1,2,2,3,1,2,1,0,1,1,0,18,7,0,0,3,2,5,2,1,0,5,0,2,4,4,2,1,0,0,0,1,0,1,1,2,0,0,2,0,1,3,0,0,2,0,4,1,4,5,4,2,1,1,1,0,2,0,7,1,1,3,1,13,1,1,3,2,0,0,1,1,17,0,1,0,0,0,0,2,1,2,9,6,1,4,1,1,0,0,1,4,3,2,0,1,2,19,2,0,0,1,1,4,2,7,7,1,0,4,2,1,5,0,8,1,7,1,2,0,3,3,1,1,3,0,0,7,1,2,0,0,2,2,2,7,4,1,2,2,1,2,0,1,0,4,1,0,6,7,1,0,0,2,1,7,2,2,4,1,3,1,4,1,3,0,2,6,0,8,1,6,0,2,0,0,1,1,12,0,0,1,3,0
0.064785789,0.062728698,0.056978568,58,2,0,0,2,6,1,8,28,4,0,28,3,1,6,4,1,2,9,0,6,1,6,6,8,10,9,1,6,0,1,5,3,3,2,4,5,4,2,3,0,17,2,1,29,0,2,2,2,0,1,2,1,3,2,3,3,11,0,4,13,1,1,8,4,1,3,3,2,2,2,1,11,5,4,27,1,1,1,9,7,4,1,6,1,22,2,3,4,0,2,2,3,0,1,1,1,3,4,1,3,0,1,2,38,11,2,1,1,2,9,5,0,3,2,1,1,2,7,8,0,5,1,1,2,21,2,4,0,2,1,3,5,4,7,1,2,9,3,1,3,4,31,4,1,2,3,1,4,4,1,5,9,4,3,5,5,12,1,5,12,10,0,3,2,3,5,1,1,2,1,8,4,2,2,32,4,2,2,7,7,0,1,30,1,3,25,8,3,27,4,7,9,2,2,28,3,2,1,2,7,2,0,2,7,1,0,0,2,0,7,10,1,3,2,1,3,8,4,2,8,1,0,8,0,0,4,2,1,0,2,7,3,9,0,5,6,1,5,0,9,3,5,3,0,2,5,2,0,2,4,4,2,18,6,1,5,1,1,2,2,0,1,4,1,2,8,4,6,3,2,1,3,3,1,1,3,4,1,1,2,0,7,6,5,3,4,1,2,1,8,6,3,1,0,1,2,1,2,1,3,2,4,1,2,19,0,5,6,2,7,1,4,0,38,4,1,2,1,0,2,4,1,7,10,3,3,4,5,1,2,1,1,4,10,5,2,3,2,36,0,5,3,2,1,7,10,10,6,2,3,3,5,2,8,2,8,1,11,4,7,1,2,1,0,1,3,0,5,2,8,2,3,2,3,5,7,8,5,1,6,2,1,0,1,1,1,8,0,1,13,31,3,1,0,0,8,7,1,4,3,3,4,2,1,7,10,2,0,7,2,11,0,6,1,6,3,2,4,3,42,1,1,0,2,0
0.068047337,0.065281899,0.050445104,28,0,1,0,1,0,0,0,6,0,1,3,1,0,0,0,0,0,2,0,0,0,1,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,3,0,0,0,1,1,0,2,3,0,6,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,6,0,0,0,1,0,1,0,0,0,0,2,0,1,2,1,0,0,0,0,0,4,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,2,0,1,1,0,0,2,1,0,1,2,1,0,0,0,3,0,0,0,0,2,0,1,0,4,3,0,0,0,0,0,0,4,0,0,4,2,0,5,0,1,0,0,0,1,0,0,0,0,2,0,1,1,2,1,0,0,0,0,4,1,0,0,0,1,0,3,0,0,0,1,1,9,0,0,0,2,0,1,0,5,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,3,0,0,2,0,1,0,1,1,0,0,0,2,0,1,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,1,2,0,0,3,0,0,0,1,0,0,1,0,5,3,0,0,1,1,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,4,1,5,1,0,2,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,1,2,0,1,0,0,1,2,1,0,3,0,0,0,2,0,1,0,1,0,0,15,1,0,0,0,0
0.066852368,0.030726257,0.041899441,87,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,3,0,1,1,1,1,0,2,2,0,1,1,0,1,1,1,0,1,0,1,1,1,0,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,4,1,0,0,1,2,0,1,1,2,4,0,3,1,1,2,1,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,0,1,0,1,0,3,0,0,1,0,0,0,0,1,0,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,6,4,0,1,2,0,0,1,2,0,0,2,2,1,1,0,5,0,0,0,1,1,2,2,1,2,0,0,0,2,0,1,0,0,0,3,5,0,0,0,0,2,2,0,0,0,0,0,14,1,0,0,1,0,0,0,1,0,1,0,4,0,0,0,0,0,3,0,1,1,0,0,1,1,3,0,0,0,3,0,0,1,1,0,1,0,0,0,3,0,1,1,1,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,2,1,0,0,0,7,0,0,1,0,0,0,3,1,2,1,0,1,1,1,0,0,0,1,1,1,0,1,2,1,1,0,1,0,1,0,0,0,0,5,0,1,0,0,1,3,2,2,0,0,2,0,0,0,1,1,2,0,0,0,1,0,1,0,1,0,2,1,0,0,1,0,0,1,0,2,1,2,3,0,2,2,0,0,1,0,0,0,0,0,3,5,0,0,0,2,0,1,0,0,2,0,2,1,2,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,3,1,0,0,0,0
